Title,Link,SQL,Python,Power BI,Excel,Tableau,Angielski,Cloud,R
Specjalista / Specjalistka ds. Podatkowych,"https://www.pracuj.pl/praca/specjalista-specjalistka-ds-podatkowych-warszawa-krakowiakow-46,oferta,1004538183?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
Planistka/ Planista Strategiczna/y,"https://www.pracuj.pl/praca/planistka-planista-strategiczna-y-kiekrz-pow-poznanski,oferta,1004552782?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,1,1,0,1,0,0
Trade Marketing Manager,"https://www.pracuj.pl/praca/trade-marketing-manager-sroda-wielkopolska,oferta,1004552774?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
Kierownik/ Kierowniczka Działu Podatków,"https://www.pracuj.pl/praca/kierownik-kierowniczka-dzialu-podatkow-bielsk-podlaski-3-maja-19,oferta,1004552373?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,0,0
Marketing Specialist,"https://www.pracuj.pl/praca/marketing-specialist-waksmund-pow-nowotarski,oferta,1004559677?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,1,0
Ekspert ds. HR,"https://www.pracuj.pl/praca/ekspert-ds-hr-wroclaw,oferta,1004552669?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,0,0
Specjalista / Specjalistka ds. zakupów,"https://www.pracuj.pl/praca/specjalista-specjalistka-ds-zakupow-warszawa-lucerny-49a,oferta,1004537978?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
Audytorka / Audytor w Departamencie Audytu Wewnętrznego,"https://www.pracuj.pl/praca/audytorka-audytor-w-departamencie-audytu-wewnetrznego-warszawa-krucza-50,oferta,1004531157?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,1,1,1,0,1,1,0
Junior Revenue Manager,"https://www.pracuj.pl/praca/junior-revenue-manager-opole,oferta,1004555821?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
Współpracownik/ czka w zespole bezpieczeństwa farmakoterapii,"https://www.pracuj.pl/praca/wspolpracownik-czka-w-zespole-bezpieczenstwa-farmakoterapii-warszawa,oferta,1004537602?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
Junior Research Engineer (Product Intelligence),"https://www.pracuj.pl/praca/junior-research-engineer-product-intelligence-warszawa-zelazna-51-53,oferta,1004527058?sug=list_bd_2&s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,1,0,0,0,1,1,0
Młodszy Specjalista / Młodsza Specjalistka ds. analiz ALM,"https://www.pracuj.pl/praca/mlodszy-specjalista-mlodsza-specjalistka-ds-analiz-alm-wroclaw-legnicka-48,oferta,1004548347?sug=list_bd_8&s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,0,0,0,0,1,0,0
Młodszy Specjalista / Młodsza Specjalistka ds. Uprawnień,"https://www.pracuj.pl/praca/mlodszy-specjalista-mlodsza-specjalistka-ds-uprawnien-wroclaw,oferta,1004530976?sug=list_bd_9&s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,0,0
Junior Data Analyst,"https://www.pracuj.pl/praca/junior-data-analyst-krakow,oferta,1004534417?sug=list_bd_11&s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,0,1,1,0,1,0,0
Data Analytics Engineer,"https://www.pracuj.pl/praca/data-analytics-engineer-krakow-wadowicka-3a,oferta,1004500292?sug=list_bd_12_boosterAI_L2&s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,1,1,1,0,0,1,0
Młodszy Specjalista ds. Controllingu (K/M),"https://www.pracuj.pl/praca/mlodszy-specjalista-ds-controllingu-k-m-wroclaw,oferta,1004544300?sug=list_bd_13&s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,0,1,0
Specjalistka/Specjalista w Zespole Analiz Produktowych i Rynkowych,"https://www.pracuj.pl/praca/specjalistka-specjalista-w-zespole-analiz-produktowych-i-rynkowych-lodz-wolczanska-128-134,oferta,1004530275?sug=list_bd_15&s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,1,1,0,1,0,1,0
Performance Engineer w branży finansowej,"https://www.pracuj.pl/praca/performance-engineer-w-branzy-finansowej-warszawa-aleja-niepodleglosci-69,oferta,1004552093?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,0,0,0,0,1,1,0
"Osoba o specjalizacji ślusarskiej, zajmująca się wytwarzaniem, naprawą i konserwacją narzędzi skrawających (m/k/r)","https://www.pracuj.pl/praca/osoba-o-specjalizacji-slusarskiej-zajmujaca-sie-wytwarzaniem-naprawa-i-konserwac-legnica-poznanska-49,oferta,1004552084?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,0,1,0
Specjalista / Specjalistka ds. rozliczeń i zarządzania nieruchomościami,"https://www.pracuj.pl/praca/specjalista-specjalistka-ds-rozliczen-i-zarzadzania-nieruchomosciami-warszawa-jagiellonska-88,oferta,1004531013?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,0,0,0
Młodszy Specjalista / Młodsza Specjalistka IT & AI,"https://www.pracuj.pl/praca/mlodszy-specjalista-mlodsza-specjalistka-it-ai-zlotkowo-pow-poznanski,oferta,1004546684?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,1,0
Administrator / Administratorka ds. Zakupów,"https://www.pracuj.pl/praca/administrator-administratorka-ds-zakupow-warszawa-aleja-wyscigowa-6,oferta,1004559026?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
Regionalny Visual Merchandiser (k/m/n),"https://www.pracuj.pl/praca/regionalny-visual-merchandiser-k-m-n-krakow,oferta,1004537521?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,0,0
Kontroler finansowy / Kontrolerka finansowa,"https://www.pracuj.pl/praca/kontroler-finansowy-kontrolerka-finansowa-warszawa,oferta,1004559001?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,1,1,0,1,0,0
Projektant – Programista/ Architekt systemowy,"https://www.pracuj.pl/praca/projektant-programista-architekt-systemowy-wroclaw-plac-teatralny-1,oferta,1004526440?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,0,0,0,0,1,0,0
Liderka / Lider Zespołu Filmowców,"https://www.pracuj.pl/praca/liderka-lider-zespolu-filmowcow-wroclaw-aleksandra-zelwerowicza-20,oferta,1004546499?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
Dyrektor Zarządzający Kancelarią Prawną,"https://www.pracuj.pl/praca/dyrektor-zarzadzajacy-kancelaria-prawna-wroclaw,oferta,1004546474?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,0,0
Starszy/a Technolog w dziale ROZWOJU NOWYCH PRODUKTÓW (NPD),"https://www.pracuj.pl/praca/starszy-a-technolog-w-dziale-rozwoju-nowych-produktow-npd-szymanow-pow-piaseczynski-9d,oferta,1004558954?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,0,0,0
Kontroler/ka jakości (IQC),"https://www.pracuj.pl/praca/kontroler-ka-jakosci-iqc-nowa-wies-wroclawska-pow-wroclawski-ryszarda-chomicza-13a,oferta,1004555702?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,1,0
Asystent / Asystentka ds. Telefonicznego Wsparcia Działu Sprzedaży („Presales”),"https://www.pracuj.pl/praca/asystent-asystentka-ds-telefonicznego-wsparcia-dzialu-sprzedazy-presales-krakow,oferta,1004558911?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
Product Owner,"https://www.pracuj.pl/praca/product-owner-wroclaw-atramentowa-11,oferta,1004558882?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,0,0,0,0,1,0,0
Risk Analyst (f/m/d),"https://www.pracuj.pl/praca/risk-analyst-f-m-d-warszawa-rondo-daszynskiego-2b,oferta,1004551722?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,1,0,1,0,1,0,0
People & Culture Manager/ka,"https://www.pracuj.pl/praca/people-culture-manager-ka-wroclaw,oferta,1004558774?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,0,0,0
Analityk Biznesowy,"https://www.pracuj.pl/praca/analityk-biznesowy-warszawa,oferta,1004534340?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,1,0
SAP BW/BI Consultant,"https://www.pracuj.pl/praca/sap-bw-bi-consultant-wroclaw,oferta,1004534158?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,1,0,1,0,1,1,0
Analityk Biznesowy,"https://www.pracuj.pl/praca/analityk-biznesowy-warszawa,oferta,1004538820?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,0,0
Analityk Biznesowo - Systemowy,"https://www.pracuj.pl/praca/analityk-biznesowo-systemowy-wroclaw,oferta,1004538619?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,0,0,0,0,1,0,0
Specjalista / Specjalistka ds. marketingu i Social Media,"https://www.pracuj.pl/praca/specjalista-specjalistka-ds-marketingu-i-social-media-olesnica-bratnia-8,oferta,1004558635?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,1,0
Analityk Biznesowo-Systemowy,"https://www.pracuj.pl/praca/analityk-biznesowo-systemowy-wroclaw,oferta,1004538387?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,0,0,0,0,1,0,0
Human Resources Business Partner - HRBP,"https://www.pracuj.pl/praca/human-resources-business-partner-hrbp-warszawa-salsy-2,oferta,1004558627?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,0,0
Analityk Biznesowy,"https://www.pracuj.pl/praca/analityk-biznesowy-warszawa,oferta,1004538165?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,0,0
Risk Analyst (Capital Adequacy),"https://www.pracuj.pl/praca/risk-analyst-capital-adequacy-warszawa-prosta-67,oferta,1004556134?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,0,0,0,0,1,1,0
Analityk Systemowo-Biznesowy (ubezpieczenia),"https://www.pracuj.pl/praca/analityk-systemowo-biznesowy-ubezpieczenia-warszawa-zlota-59,oferta,1004535818?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,0,0,1,0,1,1,0
Młodszy Kontroler Komercyjny/Młodsza Kontrolerka Komercyjna,"https://www.pracuj.pl/praca/mlodszy-kontroler-komercyjny-mlodsza-kontrolerka-komercyjna-warszawa-bobrowiecka-6,oferta,1004555602?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,0,0,0
Specjalista / Specjalistka ds. zakupów,"https://www.pracuj.pl/praca/specjalista-specjalistka-ds-zakupow-szamoty-pow-pruszkowski,oferta,1004537233?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,1,0
Inżynier ds. Testów Niezawodnościowych (k/m),"https://www.pracuj.pl/praca/inzynier-ds-testow-niezawodnosciowych-k-m-zielonka-marecka-47,oferta,1004528448?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,0,0
Webcon Developer,"https://www.pracuj.pl/praca/webcon-developer-warszawa,oferta,1004545952?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,0,0
Specjalista / Specjalistka ds. digitalizacji dokumentacji projektowej,"https://www.pracuj.pl/praca/specjalista-specjalistka-ds-digitalizacji-dokumentacji-projektowej-warszawa-targowa-72,oferta,1004550793?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
Software Developer (m/k),"https://www.pracuj.pl/praca/software-developer-m-k-nowy-tomysl-celna-5,oferta,1004550825?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,1,0,0,0,1,1,0
Senior Brand Manager (m/k),"https://www.pracuj.pl/praca/senior-brand-manager-m-k-warszawa,oferta,1004555532?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
Specjalista ds. Kontroli Jakości Działu Elektroniki (k/m),"https://www.pracuj.pl/praca/specjalista-ds-kontroli-jakosci-dzialu-elektroniki-k-m-warszawa-annopol-20,oferta,1004530420?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,0,0,0
QA Automation Tester,"https://www.pracuj.pl/praca/qa-automation-tester-krakow-jozefa-marcika-14a,oferta,1004534171?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,1,0,0,0,1,0,0
Specjalista / Specjalistka ds. Skarbca (Treasury),"https://www.pracuj.pl/praca/specjalista-specjalistka-ds-skarbca-treasury-bolechowo-osiedle-pow-poznanski-obornicka-46,oferta,1004530406?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
On-line New Sales Channel Manager (M/F),"https://www.pracuj.pl/praca/on-line-new-sales-channel-manager-m-f-warszawa-jozefa-piusa-dziekonskiego-3,oferta,1004536942?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,0,0
Specjalista ds. kontentu i social mediów,"https://www.pracuj.pl/praca/specjalista-ds-kontentu-i-social-mediow-krakow-przemyslowa-13,oferta,1004555357?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,0,0
.NET Developer (Mid / Senior) - Ecommerce,"https://www.pracuj.pl/praca/net-developer-mid-senior-ecommerce-warszawa-gotarda-9,oferta,1004538839?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,0,0,0,0,1,1,0
Senior AI Engineer,"https://www.pracuj.pl/praca/senior-ai-engineer-wroclaw-plac-konstytucji-3-maja-3,oferta,1004533947?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,1,1,0,0,1,1,0
CFO – Cyber Risk Analyst/Consultant (She/He/They) - ICH Europe,"https://www.pracuj.pl/praca/cfo-cyber-risk-analyst-consultant-she-he-they-ich-europe-warszawa,oferta,1004541752?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,0,0
Asystent / Asystentka ds. Badań i Rozwoju (R&D),"https://www.pracuj.pl/praca/asystent-asystentka-ds-badan-i-rozwoju-r-d-sroda-wielkopolska-fabryczna-7,oferta,1004530086?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
Python / ERP Developer - IT,"https://www.pracuj.pl/praca/python-erp-developer-it-zambrow-sitarska-16,oferta,1004536507?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,1,0,0,0,1,1,0
Młodsza Specjalistka/ Młodszy Specjalista - Administratorka/ Administrator Systemów Głosowych,"https://www.pracuj.pl/praca/mlodsza-specjalistka-mlodszy-specjalista-administratorka-administrator-systemow-warszawa-perkuna-47,oferta,1004555026?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,0,0
Dyrektor / Dyrektorka sklepu (woj. łódzkie),"https://www.pracuj.pl/praca/dyrektor-dyrektorka-sklepu-woj-lodzkie-lodz,oferta,1004536365?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,0,1,0
Java Developer/ka (Magnolia CMS),"https://www.pracuj.pl/praca/java-developer-ka-magnolia-cms-warszawa-jozefa-piusa-dziekonskiego-3,oferta,1004527289?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,1,0
Kierownik / Kierowniczka Produktu - Hospital,"https://www.pracuj.pl/praca/kierownik-kierowniczka-produktu-hospital-warszawa-bobrowiecka-6,oferta,1004529916?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
Ekspert / Ekspertka w Dziale Założeniowo - Technologicznym OSBL,"https://www.pracuj.pl/praca/ekspert-ekspertka-w-dziale-zalozeniowo-technologicznym-osbl-plock-chemikow-7,oferta,1004538396?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,0,0
Młodszy Analityk Ryzyka (k/m),"https://www.pracuj.pl/praca/mlodszy-analityk-ryzyka-k-m-wroclaw-raclawicka-2,oferta,1004549119?sug=list_bd_7&s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
Junior Data Analyst,"https://www.pracuj.pl/praca/junior-data-analyst-krakow,oferta,1004534417?sug=list_bd_9&s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,0,1,1,0,1,0,0
Junior AI Engineer,"https://www.pracuj.pl/praca/junior-ai-engineer-krakow-swietego-jana-20,oferta,1004503997?sug=list_bd_11&s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,0,0,0
Financial Process Analyst (AR),"https://www.pracuj.pl/praca/financial-process-analyst-ar-katowice,oferta,1004542027?sug=list_bd_15&s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
Doradca Medyczny / Doradczyni Medyczna CHC,"https://www.pracuj.pl/praca/doradca-medyczny-doradczyni-medyczna-chc-warszawa,oferta,1004529622?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,0,0
Expert Product Manager w obszarze Leasingu,"https://www.pracuj.pl/praca/expert-product-manager-w-obszarze-leasingu-warszawa-pulawska-2,oferta,1004554699?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,1,0
Expert Product Manager w obszarze kredytowym,"https://www.pracuj.pl/praca/expert-product-manager-w-obszarze-kredytowym-warszawa-pulawska-2,oferta,1004554657?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,1,0
Główna Księgowa / Główny Księgowy – Accounting & Controlling Manager,"https://www.pracuj.pl/praca/glowna-ksiegowa-glowny-ksiegowy-accounting-controlling-manager-jablonowo-pow-piaseczynski,oferta,1004536026?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,1,1,1,1,0,0
Starsza Specjalistka / Starszy Specjalista ds. controllingu,"https://www.pracuj.pl/praca/starsza-specjalistka-starszy-specjalista-ds-controllingu-warszawa,oferta,1004529550?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,0,1,1,0,0,0,0
Główna Księgowa / Główny Księgowy,"https://www.pracuj.pl/praca/glowna-ksiegowa-glowny-ksiegowy-warszawa-rzeczna-6,oferta,1004536291?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
Dyrektor finansowy (CFO),"https://www.pracuj.pl/praca/dyrektor-finansowy-cfo-warszawa,oferta,1004550765?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
Specjalistka / Specjalista ds. Cyberbezpieczeństwa i Zgodności IT,"https://www.pracuj.pl/praca/specjalistka-specjalista-ds-cyberbezpieczenstwa-i-zgodnosci-it-gdansk-zamknieta-18,oferta,1004554529?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,0,1,0
Ekspert / Ekspertka ds. Papierów Dłużnych,"https://www.pracuj.pl/praca/ekspert-ekspertka-ds-papierow-dluznych-warszawa-stanislawa-zaryna-2a,oferta,1004529337?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,0,0
Specjalista ds. Rozwoju Systemów OSS (k/m),"https://www.pracuj.pl/praca/specjalista-ds-rozwoju-systemow-oss-k-m-warszawa-poleczki-13,oferta,1004554341?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,1,0,0,0,1,0,0
Inżynier / Inżynierka ds. Sprzedaży i Projektowania Opraw Oświetleniowych (Custom Lighting Engineer),"https://www.pracuj.pl/praca/inzynier-inzynierka-ds-sprzedazy-i-projektowania-opraw-oswietleniowych-custom-li-kolonia-lesznowola-pow-piaseczynski-sloneczna-126,oferta,1004554172?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,0,0
Kontroler Finansowy / Kontrolerka Finansowa,"https://www.pracuj.pl/praca/kontroler-finansowy-kontrolerka-finansowa-grudziadz,oferta,1004535205?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,1,0
Brygadzista/Brygadzistka Magazynu,"https://www.pracuj.pl/praca/brygadzista-brygadzistka-magazynu-mlochow-pow-pruszkowski,oferta,1004554121?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,1,0
Specjalista / Specjalistka ds. sprawozdawczości finansowej,"https://www.pracuj.pl/praca/specjalista-specjalistka-ds-sprawozdawczosci-finansowej-warszawa-aleja-jana-pawla-ii-12,oferta,1004554101?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,0,0
Przedstawiciel Handlowy / Przedstawicielka Handlowa ds. Sieci w Kanale Nowoczesnym,"https://www.pracuj.pl/praca/przedstawiciel-handlowy-przedstawicielka-handlowa-ds-sieci-w-kanale-nowoczesnym-wroclaw,oferta,1004554046?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,0,0,0
Specjalista ds. Rozwoju Kanału Foodservice (on/ona),"https://www.pracuj.pl/praca/specjalista-ds-rozwoju-kanalu-foodservice-on-ona-poznan-pastelowa-12,oferta,1004535054?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
Inżynier Produkcji / Production Engineer,"https://www.pracuj.pl/praca/inzynier-produkcji-production-engineer-poznan-kolodzieja-11,oferta,1004553955?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,0,0
KYC Analyst with German,"https://www.pracuj.pl/praca/kyc-analyst-with-german-warszawa-woloska-24,oferta,1004541315?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
Analityk kredytowy ds. klientów korporacyjnych,"https://www.pracuj.pl/praca/analityk-kredytowy-ds-klientow-korporacyjnych-warszawa-woloska-24,oferta,1004541319?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
Analyst I / Analyst II - Economic Modelling,"https://www.pracuj.pl/praca/analyst-i-analyst-ii-economic-modelling-krakow-wadowicka-8a,oferta,1004548207?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
Analityk Biznesowy,"https://www.pracuj.pl/praca/analityk-biznesowy-warszawa,oferta,1004552838?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,0,0,0,0,1,1,0
Treasury Analyst,"https://www.pracuj.pl/praca/treasury-analyst-warszawa,oferta,1004534083?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
Analityk Biznesowy Senior,"https://www.pracuj.pl/praca/analityk-biznesowy-senior-warszawa,oferta,1004543962?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,0,0
Główny specjalista ds. analiz materiałowych,"https://www.pracuj.pl/praca/glowny-specjalista-ds-analiz-materialowych-gliwice,oferta,1004540717?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,0,0,0
Menedżer/ka Transformacji Obsługi Klienta,"https://www.pracuj.pl/praca/menedzer-ka-transformacji-obslugi-klienta-warszawa-plac-europejski-2,oferta,1004545692?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,0,0
Księgowy / Księgowa AR,"https://www.pracuj.pl/praca/ksiegowy-ksiegowa-ar-pruszcz-gdanski-tczewska-2,oferta,1004551282?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,1,0
Koordynator/Koordynatorka działu serwisu,"https://www.pracuj.pl/praca/koordynator-koordynatorka-dzialu-serwisu-warszawa-cybernetyki-10,oferta,1004553703?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,0,1,0
Specjalista / Specjalistka ds. Product Growth SaaS & e-commerce,"https://www.pracuj.pl/praca/specjalista-specjalistka-ds-product-growth-saas-e-commerce-warszawa-aleje-jerozolimskie-132,oferta,1004545412?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,0,0
HoReCa Key Account Manager,"https://www.pracuj.pl/praca/horeca-key-account-manager-gdansk,oferta,1004545403?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
Główny Specjalista / Główna Specjalistka ds. Strategii Customer Experience,"https://www.pracuj.pl/praca/glowny-specjalista-glowna-specjalistka-ds-strategii-customer-experience-warszawa-aleje-jerozolimskie-160,oferta,1004543363?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
Ekspert ds wtrysku tworzyw sztucznych,"https://www.pracuj.pl/praca/ekspert-ds-wtrysku-tworzyw-sztucznych-rzeszow,oferta,1004545396?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,1,0
Digital Marketing Automation Specialist,"https://www.pracuj.pl/praca/digital-marketing-automation-specialist-warszawa,oferta,1004553651?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,0,0
Trade Marketing Manager (k/m/n),"https://www.pracuj.pl/praca/trade-marketing-manager-k-m-n-pienkow-pow-nowodworski,oferta,1004545394?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,1,1,0,1,1,0
Koordynator / Koordynatorka zespołu kampanii marketingowych (CRM),"https://www.pracuj.pl/praca/koordynator-koordynatorka-zespolu-kampanii-marketingowych-crm-warszawa-aleja-niepodleglosci-69,oferta,1004553629?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,0,0
