Title,Link,SQL,Python,Power BI,Excel,Tableau,Angielski,Cloud,R
Specjalista / Specjalistka ds. Kontrolingu Sprzedaży,"https://www.pracuj.pl/praca/specjalista-specjalistka-ds-kontrolingu-sprzedazy-poznan,oferta,1004562258?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,1,1,0,1,0,0
Specjalista ds. zakupów hotelowych,"https://www.pracuj.pl/praca/specjalista-ds-zakupow-hotelowych-warszawa-pulawska-361,oferta,1004562216?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,1,0
Key Account Manager ds. Energii i Gazu,"https://www.pracuj.pl/praca/key-account-manager-ds-energii-i-gazu-lodz,oferta,1004542132?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,1,0
Specjalista / Specjalistka ds. obsługi klienta,"https://www.pracuj.pl/praca/specjalista-specjalistka-ds-obslugi-klienta-warszawa-postepu-6,oferta,1004562195?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,0,0
Specjalista/ka ds. Administracji Sprzedaży,"https://www.pracuj.pl/praca/specjalista-ka-ds-administracji-sprzedazy-nowy-targ-skladowa-34b,oferta,1004562147?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
Carrier Manager - specjalista ds. rekrutacji przewoźników,"https://www.pracuj.pl/praca/carrier-manager-specjalista-ds-rekrutacji-przewoznikow-katowice,oferta,1004547015?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,0,0
Carrier Manager - specjalista ds. rekrutacji przewoźników,"https://www.pracuj.pl/praca/carrier-manager-specjalista-ds-rekrutacji-przewoznikow-warszawa,oferta,1004547010?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,0,0
Specjalista / Specjalistka ds. rozwoju kategorii,"https://www.pracuj.pl/praca/specjalista-specjalistka-ds-rozwoju-kategorii-warszawa-bobrowiecka-8,oferta,1004549092?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
Software Support Specialist,"https://www.pracuj.pl/praca/software-support-specialist-krakow-wladyslawa-zelenskiego-103,oferta,1004535699?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,0,0,0,0,1,0,0
Specjalista ds. doskonalenia procesów (k/m),"https://www.pracuj.pl/praca/specjalista-ds-doskonalenia-procesow-k-m-niestepowo-pow-kartuski,oferta,1004542029?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,0,0,0
Inspiration Store Area Manager,"https://www.pracuj.pl/praca/inspiration-store-area-manager-warszawa,oferta,1004529285?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,0,0
Młodszy Specjalista ds. Łańcucha Dostaw Makroregionu (m/k),"https://www.pracuj.pl/praca/mlodszy-specjalista-ds-lancucha-dostaw-makroregionu-m-k-kostrzyn,oferta,1004546893?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,0,0,1,0,1,0,0
Specjalista ds. weryfikacji kontrahentów (m/k),"https://www.pracuj.pl/praca/specjalista-ds-weryfikacji-kontrahentow-m-k-warszawa-szturmowa-2,oferta,1004541979?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,0,0
Manual Tester,"https://www.pracuj.pl/praca/manual-tester-wroclaw,oferta,1004546840?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,0,0,0,0,1,0,0
IT Project Manager / Kierownik projektów technologicznych,"https://www.pracuj.pl/praca/it-project-manager-kierownik-projektow-technologicznych-warszawa-komitetu-obrony-robotnikow-43,oferta,1004555964?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,0,0
Młodszy Specjalista w Biurze Strategii ds. transformacji i zarządzania portfelem projektów,"https://www.pracuj.pl/praca/mlodszy-specjalista-w-biurze-strategii-ds-transformacji-i-zarzadzania-portfelem-warszawa-komitetu-obrony-robotnikow-43,oferta,1004555958?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,1,0
Specjalista ds. opiniowania umów,"https://www.pracuj.pl/praca/specjalista-ds-opiniowania-umow-warszawa-komitetu-obrony-robotnikow-45,oferta,1004555926?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
Specjalista / Specjalistka ds. rachunkowości kosztów,"https://www.pracuj.pl/praca/specjalista-specjalistka-ds-rachunkowosci-kosztow-stalowa-wola-ludwika-tolwinskiego-14,oferta,1004531152?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
Programista / Programistka Python,"https://www.pracuj.pl/praca/programista-programistka-python-warszawa-postepu-21d,oferta,1004557275?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,1,0,0,0,1,0,0
Młodszy Specjalista / Młodsza Specjalistka ds. Uprawnień,"https://www.pracuj.pl/praca/mlodszy-specjalista-mlodsza-specjalistka-ds-uprawnien-wroclaw,oferta,1004530976?sug=list_bd_6&s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,0,0
Specjalista / Specjalistka ds. weryfikacji i wprowadzania danych,"https://www.pracuj.pl/praca/specjalista-specjalistka-ds-weryfikacji-i-wprowadzania-danych-wroclaw-plac-grunwaldzki-23,oferta,1004551977?sug=list_bd_7&s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,0,0,0
Specjalistka/Specjalista w Zespole Analiz Produktowych i Rynkowych,"https://www.pracuj.pl/praca/specjalistka-specjalista-w-zespole-analiz-produktowych-i-rynkowych-lodz-wolczanska-128-134,oferta,1004530275?sug=list_bd_9&s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,1,1,0,1,0,1,0
Junior AI Engineer,"https://www.pracuj.pl/praca/junior-ai-engineer-krakow-swietego-jana-20,oferta,1004503997?sug=list_bd_10&s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,0,0,0
Junior Data Analyst,"https://www.pracuj.pl/praca/junior-data-analyst-krakow,oferta,1004534417?sug=list_bd_12&s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,0,1,1,0,1,0,0
Młodszy Specjalista / Młodsza Specjalistka ds. analiz ALM,"https://www.pracuj.pl/praca/mlodszy-specjalista-mlodsza-specjalistka-ds-analiz-alm-wroclaw-legnicka-48,oferta,1004548347?sug=list_bd_14&s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,0,0,0,0,1,0,0
Młodszy Specjalista ds. Controllingu (K/M),"https://www.pracuj.pl/praca/mlodszy-specjalista-ds-controllingu-k-m-wroclaw,oferta,1004544300?sug=list_bd_15&s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,0,1,0
Technical Support / Specjalista / Specjalistka ds. Wsparcia Technicznego (systemy produkcyjne),"https://www.pracuj.pl/praca/technical-support-specjalista-specjalistka-ds-wsparcia-technicznego-systemy-prod-piekary-slaskie,oferta,1004531097?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,1,0,0,0,0,0,0
Kierownik / Kierowniczka obszaru,"https://www.pracuj.pl/praca/kierownik-kierowniczka-obszaru-rzeszow,oferta,1004541763?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,0,0
Konsultant / Konsultantka ds. Ulgi Badawczo-Rozwojowej,"https://www.pracuj.pl/praca/konsultant-konsultantka-ds-ulgi-badawczo-rozwojowej-warszawa,oferta,1004555870?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
Kierownik / Kierowniczka Działu Marketingu,"https://www.pracuj.pl/praca/kierownik-kierowniczka-dzialu-marketingu-wroclaw-oltaszynska-71a,oferta,1004561616?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,0,0
Koordynator ds. rozwoju sieci sklepów,"https://www.pracuj.pl/praca/koordynator-ds-rozwoju-sieci-sklepow-krakow,oferta,1004541739?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,0,0
Energetyk (K/M),"https://www.pracuj.pl/praca/energetyk-k-m-brwinow-sw-jerzego-3,oferta,1004559150?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,0,0,0
Specjalistka/Specjalista ds. emisji gazów cieplarnianych,"https://www.pracuj.pl/praca/specjalistka-specjalista-ds-emisji-gazow-cieplarnianych-torun-stanislawa-zolkiewskiego-20,oferta,1004561566?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,1,0
Stanowisko w Dziale Administracji Systemami Dziedzinowymi,"https://www.pracuj.pl/praca/stanowisko-w-dziale-administracji-systemami-dziedzinowymi-wroclaw-namyslowska-8,oferta,1004548733?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,0,0,0,0,1,1,0
Młodszy Specjalista / Młodsza Specjalistka ds. Controllingu,"https://www.pracuj.pl/praca/mlodszy-specjalista-mlodsza-specjalistka-ds-controllingu-gdansk,oferta,1004561510?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,0,0,0
Product Manager – produkty dla rynku wykończeniowego,"https://www.pracuj.pl/praca/product-manager-produkty-dla-rynku-wykonczeniowego-swietochlowice,oferta,1004548734?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
Accountant,"https://www.pracuj.pl/praca/accountant-poznan-grunwaldzka-182,oferta,1004548717?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
Specjalista ds. Ciągłego Doskonalenia (k/m/n),"https://www.pracuj.pl/praca/specjalista-ds-ciaglego-doskonalenia-k-m-n-pabianice-marszalka-jozefa-pilsudskiego-5,oferta,1004548716?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,1,0,0,1,0,0
Visual Merchandiser / Specjalista ds. Visual Merchandisingu (k/m/d),"https://www.pracuj.pl/praca/visual-merchandiser-specjalista-ds-visual-merchandisingu-k-m-d-bielsko-biala,oferta,1004548694?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,0,0
E-commerce Assortment Specialist,"https://www.pracuj.pl/praca/e-commerce-assortment-specialist-warszawa,oferta,1004555781?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
Młodszy specjalista ds. controllingu,"https://www.pracuj.pl/praca/mlodszy-specjalista-ds-controllingu-warszawa,oferta,1004561429?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
Inżynier / Inżynierka IT ds. task / process mining,"https://www.pracuj.pl/praca/inzynier-inzynierka-it-ds-task-process-mining-lodz-plk-jana-kilinskiego-74,oferta,1004541605?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,1,1,0,0,1,0,0
Kontroler Finansowy / Kontrolerka Finansowa w Obszarze Controllingu Strategicznego,"https://www.pracuj.pl/praca/kontroler-finansowy-kontrolerka-finansowa-w-obszarze-controllingu-strategicznego-katowice-sciegiennego-3,oferta,1004555759?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
Brygadzista Produkcji (k/m),"https://www.pracuj.pl/praca/brygadzista-produkcji-k-m-swarozyn-pow-tczewski-wyzwolenia-21f,oferta,1004561357?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,0,0,0
Specjalista/ka ds. Kontrolingu,"https://www.pracuj.pl/praca/specjalista-ka-ds-kontrolingu-gdansk-sandomierska-19,oferta,1004558950?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,0,0,0
Starsza Ekspertka / Starszy Ekspert w Departamencie Procesów Przemysłowych i Kultury Bezpieczeństwa,"https://www.pracuj.pl/praca/starsza-ekspertka-starszy-ekspert-w-departamencie-procesow-przemyslowych-i-kultu-lublin,oferta,1004548611?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,0,0
Samodzielny księgowy / Samodzielna księgowa,"https://www.pracuj.pl/praca/samodzielny-ksiegowy-samodzielna-ksiegowa-kornik-ignacego-krasickiego-1,oferta,1004561247?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,0,0,0
Redaktor / Redaktorka treści naukowych,"https://www.pracuj.pl/praca/redaktor-redaktorka-tresci-naukowych-wroclaw,oferta,1004561197?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,0,0,0
Ksiegowy / Księgowa,"https://www.pracuj.pl/praca/ksiegowy-ksiegowa-gdansk-juliusza-slowackiego-159b,oferta,1004559582?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,0,0,0
Młodszy Analityk Ryzyka (k/m),"https://www.pracuj.pl/praca/mlodszy-analityk-ryzyka-k-m-wroclaw-raclawicka-2,oferta,1004549119?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,0,0,0
Risk Analyst,"https://www.pracuj.pl/praca/risk-analyst-katowice,oferta,1004561630?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,0,0,0
Starszy/a programista/ka .NET/C# AvaloniaUI / WPF,"https://www.pracuj.pl/praca/starszy-a-programista-ka-net-c%23-avaloniaui-wpf-warszawa-stawki-40,oferta,1004546406?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,0,0,0
Specjalista / Specjalistka ds. marketingu eCommerce,"https://www.pracuj.pl/praca/specjalista-specjalistka-ds-marketingu-ecommerce-pabianice,oferta,1004551180?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,0,0,0
Specjalista / Specjalistka w Dziale Marketingu – (Kinder Biscuits; Ferrero Snacks),"https://www.pracuj.pl/praca/specjalista-specjalistka-w-dziale-marketingu-kinder-biscuits-ferrero-snacks-warszawa-wiertnicza-126,oferta,1004541292?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,0,0,0
Specjalista Automatyk,"https://www.pracuj.pl/praca/specjalista-automatyk-polkowice-fabryczna-11,oferta,1004548488?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,0,0,0
Ekspert ds. Strategii - Koordynator (K/M),"https://www.pracuj.pl/praca/ekspert-ds-strategii-koordynator-k-m-warszawa-wschowska-8,oferta,1004556800?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,0,0,0
Key Account Manager,"https://www.pracuj.pl/praca/key-account-manager-wroclaw-raclawicka-2,oferta,1004556802?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,0,0,0
Specjalista / Specjalistka ds. Procesu z językiem niemieckim,"https://www.pracuj.pl/praca/specjalista-specjalistka-ds-procesu-z-jezykiem-niemieckim-opole-oleska-121,oferta,1004551121?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,0,0,0
Analityk Biznesowo-Systemowy,"https://www.pracuj.pl/praca/analityk-biznesowo-systemowy-wroclaw-legnicka-70,oferta,1004542669?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,0,0,0
Specjalista /Specjalistka ds. Marketplace,"https://www.pracuj.pl/praca/specjalista-specjalistka-ds-marketplace-palmiry-pow-nowodworski,oferta,1004548316?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,0,0,0
Analityk Biznesowo - Systemowy,"https://www.pracuj.pl/praca/analityk-biznesowo-systemowy-warszawa,oferta,1004530018?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,0,0,0
Przedstawiciel handlowy ds. Klientów Instytucjonalnych,"https://www.pracuj.pl/praca/przedstawiciel-handlowy-ds-klientow-instytucjonalnych-warszawa,oferta,1004558312?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,0,0,0
Analityk Biznesowo-Systemowy,"https://www.pracuj.pl/praca/analityk-biznesowo-systemowy-wroclaw-plac-teatralny-1,oferta,1004529995?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,0,0
Kierownik Działu IT / Administrator i Developer ERP,"https://www.pracuj.pl/praca/kierownik-dzialu-it-administrator-i-developer-erp-bydgoszcz-wroblowa-3,oferta,1004541123?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,0,1,0,0,1,1,0
Analityk Finansowy (profil audytowy),"https://www.pracuj.pl/praca/analityk-finansowy-profil-audytowy-warszawa,oferta,1004536577?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
Analityk Biznesowy ds. Zarządzania Ryzykiem,"https://www.pracuj.pl/praca/analityk-biznesowy-ds-zarzadzania-ryzykiem-warszawa,oferta,1004527649?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,0,0,1,0,1,0,0
Konsultant / Konsultantka BI,"https://www.pracuj.pl/praca/konsultant-konsultantka-bi-krakow,oferta,1004547498?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,0,1,0,0,1,0,0
Product Owner,"https://www.pracuj.pl/praca/product-owner-poznan-plac-andersa-3,oferta,1004534131?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,0,0
Specjalista/Specjalistka ds. Kontroli Biznesowej,"https://www.pracuj.pl/praca/specjalista-specjalistka-ds-kontroli-biznesowej-warszawa,oferta,1004550143?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,1,1,0,1,0,0
Młodszy Specjalista ds. Controllingu (K/M),"https://www.pracuj.pl/praca/mlodszy-specjalista-ds-controllingu-k-m-wroclaw,oferta,1004544300?sug=list_bd_6&s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,0,1,0
Młodszy analityk finansowy/Młodsza analityczka finansowa,"https://www.pracuj.pl/praca/mlodszy-analityk-finansowy-mlodsza-analityczka-finansowa-wroclaw-plac-grunwaldzki-22,oferta,1004560729?sug=list_bd_8&s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,0,1,1,0,1,0,0
Data Analytics Engineer,"https://www.pracuj.pl/praca/data-analytics-engineer-krakow-wadowicka-3a,oferta,1004500292?sug=list_bd_11_boosterAI_L2&s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,1,1,1,0,0,1,0
Specjalistka/Specjalista w Zespole Analiz Produktowych i Rynkowych,"https://www.pracuj.pl/praca/specjalistka-specjalista-w-zespole-analiz-produktowych-i-rynkowych-lodz-wolczanska-128-134,oferta,1004530275?sug=list_bd_13&s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,1,1,0,1,0,1,0
Financial Process Analyst (AR),"https://www.pracuj.pl/praca/financial-process-analyst-ar-katowice,oferta,1004542027?sug=list_bd_14&s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
Administrator SmartPlant P&ID (SPID),"https://www.pracuj.pl/praca/administrator-smartplant-p-id-spid-warszawa,oferta,1004543034?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,0,0,0,0,1,0,0
Konsultant SAP BW,"https://www.pracuj.pl/praca/konsultant-sap-bw-poznan-marcelinska-90,oferta,1004548004?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,0,0,0,0,1,0,0
IBM Cloud Security Architect,"https://www.pracuj.pl/praca/ibm-cloud-security-architect-warszawa,oferta,1004547990?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,0,0
Cisco Network Engineer,"https://www.pracuj.pl/praca/cisco-network-engineer-warszawa,oferta,1004547963?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,1,0,0,0,1,1,0
Menedżer Działu Zakupów – Import/Export,"https://www.pracuj.pl/praca/menedzer-dzialu-zakupow-import-export-bydgoszcz-grunwaldzka-291,oferta,1004533984?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,1,0
Młodszy Specjalista / Młodsza Specjalista ds. Obsługi Handlu Hurtowego,"https://www.pracuj.pl/praca/mlodszy-specjalista-mlodsza-specjalista-ds-obslugi-handlu-hurtowego-grudziadz-mieszka-i-7a,oferta,1004540753?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,1,0
Mid / Senior Electrochemist,"https://www.pracuj.pl/praca/mid-senior-electrochemist-warszawa-ogrodowa-58,oferta,1004550013?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,1,0
AWS Database Migration Engineer,"https://www.pracuj.pl/praca/aws-database-migration-engineer-warszawa,oferta,1004530171?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,0,0,0,0,1,1,0
Sales Operations Manager,"https://www.pracuj.pl/praca/sales-operations-manager-gdansk-aleja-grunwaldzka-413,oferta,1004549935?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,0,1,1,0,1,0,0
Młodszy Wdrożeniowiec / Młodsza Wdrożeniowczyni,"https://www.pracuj.pl/praca/mlodszy-wdrozeniowiec-mlodsza-wdrozeniowczyni-warszawa-adama-branickiego-13,oferta,1004548070?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,0,0,0,0,1,0,0
Koordynator ds. gospodarki odpadami (K/M),"https://www.pracuj.pl/praca/koordynator-ds-gospodarki-odpadami-k-m-lodz,oferta,1004549831?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,0,0,0
Specjalista / Specjalistka ds. Logistyki,"https://www.pracuj.pl/praca/specjalista-specjalistka-ds-logistyki-suwalki,oferta,1004555050?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
Regionalny Kierownik Sprzedaży (m/k/x*),"https://www.pracuj.pl/praca/regionalny-kierownik-sprzedazy-m-k-x-krakow,oferta,1004547669?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,0,0
Staż w Dziale Utrzymania Ruchu (m/f/d),"https://www.pracuj.pl/praca/staz-w-dziale-utrzymania-ruchu-m-f-d-ksawerow-pow-pabianicki-miele-4-6,oferta,1004547651?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,1,1,0,1,0,0
Python Developer z GenAI,"https://www.pracuj.pl/praca/python-developer-z-genai-warszawa,oferta,1004550896?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,1,0,0,0,1,0,0
Ekspert ds. ESG,"https://www.pracuj.pl/praca/ekspert-ds-esg-lodz-zbaszynska-3,oferta,1004554975?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,1,0
Growth & Performance Marketing Manager,"https://www.pracuj.pl/praca/growth-performance-marketing-manager-warszawa-pulawska-2,oferta,1004540452?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,1,0
Specjalista ds. Controllingu - obszar Reportingu (on/ona),"https://www.pracuj.pl/praca/specjalista-ds-controllingu-obszar-reportingu-on-ona-poznan-pastelowa-12,oferta,1004540451?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,0,1,1,0,1,0,0
Analityk finansowy (M/K),"https://www.pracuj.pl/praca/analityk-finansowy-m-k-szczecinek-ludwika-warynskiego-1,oferta,1004534633?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
Starszy Analityk/Analityczka Finansowy,"https://www.pracuj.pl/praca/starszy-analityk-analityczka-finansowy-warszawa-szturmowa-2,oferta,1004533938?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,0,1,1,0,1,0,0
Financial Modeling Expert (Financial Analyst) - Renewable Energy Sector,"https://www.pracuj.pl/praca/financial-modeling-expert-financial-analyst-renewable-energy-sector-warszawa,oferta,1004532780?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,1,0
Specjalista / Specjalistka ds. Przygotowania Produkcji,"https://www.pracuj.pl/praca/specjalista-specjalistka-ds-przygotowania-produkcji-starogard-gdanski,oferta,1004533519?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,0,1,1,0,1,0,0
Customer Experience Manager,"https://www.pracuj.pl/praca/customer-experience-manager-warszawa,oferta,1004536305?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
Starszy analityk biznesowy,"https://www.pracuj.pl/praca/starszy-analityk-biznesowy-warszawa,oferta,1004541404?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,0,0
Analityk biznesowo-systemowy,"https://www.pracuj.pl/praca/analityk-biznesowo-systemowy-warszawa-grzybowska-49,oferta,1004546372?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,0,0
Specjalista / Specjalistka ds. marketingu,"https://www.pracuj.pl/praca/specjalista-specjalistka-ds-marketingu-wroclaw-aleksandra-ostrowskiego-9,oferta,1004560284?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,1,1,1,0
Specjalista ds. digital marketingu (K/M),"https://www.pracuj.pl/praca/specjalista-ds-digital-marketingu-k-m-dlugoleka-pow-wroclawski-wroclawska-41,oferta,1004547420?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,1,0
Administrator / Administratorka Kontraktu (budownictwo infrastrukturalne),"https://www.pracuj.pl/praca/administrator-administratorka-kontraktu-budownictwo-infrastrukturalne-opole,oferta,1004542421?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,0,0
Główny specjalista aktuarialny,"https://www.pracuj.pl/praca/glowny-specjalista-aktuarialny-warszawa-swietokrzyska-36,oferta,1004527529?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,1,0,0,0,0,0,0
